,id,content,Sentiment_updated
9418,9419,"hopping in the shower,  @ricandhislife you can help me tidy my room  its a shit hole, mums fucking friends",hate
9419,9420,GETTING A PUPPYYY!!!!  What should I name him? I think Romeo is cute.,worry
9420,9421,@Lastoadri or maybe start your own Arabic teaching podcast?,neutral
9421,9422,Had a lovely Mothers Day,love
9422,9423,@asym Love the unique accordion thief buffs - thank you!,love
9423,9424,alright @brainerdbaptist. let's do this,neutral
9424,9425,Having a (Y) weekend with Karen. Off to Swansea today,neutral
9425,9426,@EllieJouzdani nothing is going on here is guess,neutral
9426,9427,OMGosh I just saw Hattie wake up! Must be summer when your garden hedgehog comes out of hibernation,worry
9427,9428,"Goin to ma cousins soon, there dog is soo cute",happiness
9428,9429,@Fooddesigner good luck in the pressure test! don't worry everything will be great  #masterchef,worry
9429,9430,@Reemski Might be a while before I get around to it. Not sure if I will make it flat out in HTML or through WordPress. .. Fun fun fun,fun
9430,9431,@Donny_B if you're in leeds you can have one from me,neutral
9431,9432,@zionxpress happy mothers day,love
9432,9433,"While the family is out to Mother's Day Party, Shannon &amp; I took a stroll downstairs with the pram. She's bathed and happy. Me too.",worry
9433,9434,"You want ittt, you got ittt!",neutral
9434,9435,@dannywood we standing here meeting up with everbody!!!! Let us kno u kno where here! Love ya!,love
9435,9436,@sosolid2k turtles and shoes make an awesome couple  if only shoes could talk back to the turtle :p lol,sadness
9436,9437,"On way to the wimbledon with @sweezle to watch star trek, IMAX baby",happiness
9437,9438,"rainy day, i'm getting starving, dream of hot tea with noodle",sadness
9438,9439,Happy mothers dat,love
9439,9440,like the sound of a tweet,worry
9440,9441,@Robert_Houdin blind faith. Thats a crack-up,neutral
9441,9442,"@Claire_Cordon Morning  done a bit more. I do have 2 weeks to go, but am trying to get most of it done in advance. How's you?",neutral
9442,9443,@nelsonsito Hi fellow Peruvian,neutral
9443,9444,just got home.,neutral
9444,9445,@robertkazinsky so you should. You're a fantastic actor it's about time you got some recognition for it.,happiness
9445,9446,@randomblonde Sounds like me,neutral
9446,9447,@MrNutt blues for me please,neutral
9447,9448,"@Wattyz You got it! YAAAY!!! I was really worried your phone wouldn't fit, so glad it does!  Happy Mother's Day, lol!",happiness
9448,9449,i am fucked...damn you lucas at your czech republic beer that tastes like heaven in a bottle!! Your amazing,surprise
9449,9450,Time to turn the phone off and get a full nights sleep,neutral
9450,9451,Rove  going to be cut short though to wash my hair so I can watch Family Guy and Harpers Island,neutral
9451,9452,@KINGREF thank u dear,happiness
9452,9453,@imkeshav I love flock on ubuntu,love
9453,9454,on our way home,neutral
9454,9455,"Goodmorning twitter, oh my gosh, i woke up soooo nice, lol ... oh hai thar twitterverse. Happy #mothersday everybody  (especially mine)",happiness
9455,9456,i'm seriously lovin 'hometown glory' by adele. about to hop on itunes and snag it,worry
9456,9457,Happy mother's day to all moms out there!  i just played tong-its a while ago.,happiness
9457,9458,Happy Mothers Day to all Mom's,love
9458,9459,?ang cho con hamster m?p t?p th? d?c b?ng cï¿½ch: b? vï¿½o banh ch?y lï¿½ng vï¿½ng trong phï¿½ng,neutral
9459,9460,Off to finish the book &quot;nudge&quot; then going to write some,neutral
9460,9461,trying to NOT fall asleep while doing ancient assignment. Drinking some water with ice and lime! yum,neutral
9461,9462,@topdeckjess Me thinks the twitter revolution will be a success. Rove is on  Me love @rove1974.,love
9462,9463,@PicSeshu there u go,neutral
9463,9464,morning done my school work doing nothing all day now  what about u twitters,neutral
9464,9465,received her first pressie. Happy happy.,happiness
9465,9466,I FOUND A PROM DRESS,worry
9466,9467,Today I'm working on my &quot;Quirky Q&quot; cue or maybe it will become a concerto,neutral
9467,9468,@paigeebaby HAHHA yeahh  like SS on ellen xDD,worry
9468,9469,@solkana I want to see &quot;Too Fast to Transport in 60 seconds&quot;,surprise
9469,9470,Fishing on WoW while listening to ska on Pandora. Such a lazy Sunday morning,neutral
9470,9471,@christinaof94 Lol  It's like you have a cult.. haha,happiness
9471,9472,@firequinito 105-all SMB possession 33.4 sec remaining.,neutral
9472,9473,@tieraa places to find you if you're not home- marilyn and seria beach,neutral
9473,9474,"Hello all my new followers, there is suddenly a lot of you, so will take a little time to get round to you all",fun
9474,9475,my head feels sooooooooooo much better,worry
9475,9476,@smilyross Do tell...,neutral
9476,9477,"@sojanjose4u it's working now,IT'S OKAY!",neutral
9477,9478,@damana Was he big and strong - and would he like a pedometer?,neutral
9478,9479,"@Lady_Twitster ohhhh, I love Morse, have every episode on video &amp; sometimes gaze lovingly at them",love
9479,9480,"I have such fantastic friends, including several ones met through here! thanks for being in my life - you are such amazing people!",love
9480,9481,"@comedian cafe, sky dining plangi  http://plurk.com/p/sw17j",neutral
9481,9482,@officialdrake Pfft. FAN THIS *helicopters imaginary penis* ....  HI DRAKE! WELCOME TO THE REAL WORLD!!!,happiness
9482,9483,"@Brandesme No this is not redirects, this is just updating posts on our website massage.dk .. next item =&gt; publish, next item =&gt; pulish",neutral
9483,9484,@junoluvsu OMG that's right HAHAHA I'm Stupid,happiness
9484,9485,"@fjkeogh Ha Thats good. Thats why I love my boys, cos they never stir up the hatred that the mighty red scum do  Everyone loves City",love
9485,9486,@ashleytisdale http://twitpic.com/3a5ho - hahaha ily ashley u'r like the best in the world,happiness
9486,9487,@kennywormald ohh I was so confused!:p I haven't seen it. It's your favourite?,worry
9487,9488,I think me gettin a physical change,neutral
9488,9489,@marysarahmusic Hey Mary! This Is My Twitter  (Karishmaa1) Luvv Youu ?,neutral
9489,9490,is trying to make this sunday last 48hours,worry
9490,9491,www.myspace.com/fashionisthenextcity  check out and started new tee's  limited edition in different ways !! check facebook group too,neutral
9491,9492,happy mothers day to all the beautful mums.,love
9492,9493,@niariley follow me too,neutral
9493,9494,Cleaning all day today after he runs off to do his stuff and setting my schedule for the week.  I feel much better now and calmer too!,sadness
9494,9495,"Is ahhh, ching chong wing wong ping pong ding dong!",worry
9495,9496,"@errolbeats - no, @hamsterfurrey is buttfuck stupid. I'm just silly and forgetful",hate
9496,9497,Happy mother's day all you moms!,love
9497,9498,HAPPY MOTHER'S DAYYY!,happiness
9498,9499,@who_the_heck Haha LOL @ the english work they doo in college,neutral
9499,9500,@samanthadepanta Doing really well! I will stay here as long as is needed!  So you can definitely come and visit me!! Look forward too ...,worry
9500,9501,beats the heat with cool guava juice in handi water,worry
9501,9502,@rustycharm retail paper... Sounds like a plan!!  should probably start so somebody will be awake to answer them...,relief
9502,9503,"@sarahteaa good girl, sarah. now we've got ourselves a club",happiness
9503,9504,winter flu has to twitter about logies to get noticed. haha. I love rove,love
9504,9505,"@GeminiAngel24 lol, my current mp3 player is a brick. It would be nice to have something slim",worry
9505,9506,"maybe going to see the hannah montana movie todaaaay  i've seen it one time before, but can't wait to see it again!!",happiness
9506,9507,"@terrycafolla I could act in most Buffy eps  I have seen them so many times, but s1 was shaky (apart from eps 1,2,6,7 &amp; 12)",worry
9507,9508,"Happy Mothers Day to all that are, all that are trying, and all that haven't nailed their teenagers to a tree",worry
9508,9509,@aphrodaisy Thanks!   I'm making homemade lasagna for my mum today.,happiness
9509,9510,http://twitpic.com/4wua7 - I can't wait to see them!,fun
9510,9511,@popstop yeahhhh!,neutral
9511,9512,Happy Mother's Day to all you moms out there,happiness
9512,9513,finished english. very happy. watching rove and talking to one of my fav girls tyla. i love you,love
9513,9514,Happy mother's day everyone! still playing pet society!,happiness
9514,9515,@walesbirds - great site.  The photos on it are fantastic.  Will be very useful for my visit to Pembroke (inc Skomer) in June,happiness
9515,9516,Yes - before you say it - I know I split a train of thought over three tweets. I think the last time was summer '08. It happens sometimes,neutral
9516,9517,"has had a wonderful day with some gorgeous girls, followed by dinner and drinks with the Swedes",happiness
9517,9518,"@blundell07 Aye, I loved it too  @cyntaxerror over analyzed it me thinks",love
9518,9519,@Remy_Foster,neutral
9519,9520,Twello Foodie Tweets @josepicardo Do you fancy coming up to my house and cooking?  Sounds.. http://tinyurl.com/qz88co,love
9520,9521,@Laryllan not really ;D nice pic . @lenaaileen no but could u imagine those 2? ... i thought so,surprise
9521,9522,@Catwoman123 Something like that,neutral
9522,9523,@jason_2008 lol oh dnt worry u'l be able to squeeze it soon enough!! Hope you have a good day today!,worry
9523,9524,you are my apple and i wana take a bite,neutral
9524,9525,"18.42 recalling the events of a great wk/end - Star Trek movie is fantastic, Zach Quinto is hot! Study, shopping&amp;dinner, life is perfect",happiness
9525,9526,@SusanCosmos @speakgirl Thx 4 sharing!,neutral
9526,9527,@richard1988 because you saved the frog. I thought I replied to that so it would make sense. so how does twitter work?  gehts abi gut?,neutral
9527,9528,Keep forgetting we only need to revise one topic for the 116 exam! It's a nice surprise every time I remember though,worry
9528,9529,@MsFantastic776 goodmorning&amp; Happymothers day,neutral
9529,9530,"At my parents, net is good  Enjoyin myself too.",love
9530,9531,@BaltarStar Hee! He looks totally drug addled and handsome.  Glad you found a clip you could view.,love
9531,9532,"All in all, a good weekend",neutral
9532,9533,Law week is gonna go the fuck off  SO EXCITED,happiness
9533,9534,"You know when your make late night calls to India team members for more pictures, your struggling with your message.  Thanks @angelac519.",worry
9534,9535,Great to be sunbathing in my garden.  And this afternoon I'll be watching ADO to see if they can win this important match (on tv).,neutral
9535,9536,alot of new pictures tweets  ; some really old some new. check out the new ones if you wish . Tweeeet. http://twitpic.com/4wtyj,surprise
9536,9537,is going out in the rain,neutral
9537,9538,"@nigs Ah so 15 months. I'm sure he is advanced, and it's not you being biased  they seem to grow up faster these days - now I sound old!",worry
9538,9539,@ashleyluvsjbvfc LOL how many stalkers today?you just love getting creepy stalkers,love
9539,9540,"Getting somewhere with my first &quot;real&quot; KiokuDB and catalyst app, yay",surprise
9540,9541,Glorious sunny day in London town.. I'm in drama school fighting people with swords while protecting my romantically structured face,happiness
9541,9542,mcfly gig last nightt omg it was amazin didnt sit down through the whole thing  mcfly did you see me and ma best mate we were in tutus,surprise
9542,9543,"@daniellebabeyy babe  ive been aight, urselff?",neutral
9543,9544,http://twitpic.com/4wuaq - another prof pic.,neutral
9544,9545,oh no its ok  they are coming on just now x],surprise
9545,9546,loves the smell of roast in the oven - thanks @sharnazzle for the ideas!,love
9546,9547,Hopes every1 had a nice mothers day!,love
9547,9548,i love you more than you'll ever know.,love
9548,9549,@llJessicall What did you get?  My day is alright.. haven't done anything yet. leaving soon to my stepsister though!,worry
9549,9550,"@NukeSpoon precisely.  The more followers you have, the more important you feel  http://twitter.pbworks.com/Hashtags explains a bit more.",worry
9550,9551,@robinmatthewfry thats great I'll make sure I get a copy,worry
9551,9552,"Yeah, let's build an app #euruko",worry
9552,9553,@c_j_davies Maybe it's time for Judith to step up to the plate then,neutral
9553,9554,@LisaHopeCyrus xD  hello that's an important date!,neutral
9554,9555,#SanctuarySunday fav character @pegasusangel has to be Ashley!  Why? cause she's awesome,neutral
9555,9556,OK. break over. Back to the books. Have fun lovelies!  ? http://blip.fm/~5z8da,happiness
9556,9557,it's mother's day...i already bought and gave my mother's day present to my mother.,happiness
9557,9558,"my girlfriend still likes sesame st, and so do I",sadness
9558,9559,"@Rebeckela that is no problem, i know you will win with the butt kicking as i can see into the future,,, its your destiny.. jaiho",worry
9559,9560,@scouserach Not today Rach,neutral
9560,9561,is off to RENT soon  Hope I can get home tonight though with all the train problems :s ...,worry
9561,9562,@berdtwit Thx 4 sharing!,neutral
9562,9563,@sammihouse  awww lol yh it is worth it-  mcfly are worth it 2  eekk,love
9563,9564,"@ksymmonds @lcaller Sorry to have missed it. Yes, I'm a lazy bastard  Up, but still not dressed",worry
9564,9565,Listening to the new Green Day album  Fingers crossed!,neutral
9565,9566,@PsychicRadio Thabks! This made me feel very special!,neutral
9566,9567,"So, I finally got my but on Twitter. Let's hope I make good use of this site",relief
9567,9568,morning(ish)  hows everyone?,neutral
9568,9569,@TradingGoddess &quot;Perfect Practice makes Perfect&quot;,love
9569,9570,"welcome to all new catvampees, enjoy the ride",happiness
9570,9571,"@xo_mcflyandjb in heaven, i'll go everywhere",neutral
9571,9572,"@travelrants that's cool, I'd be happy to contribute to any future articles. Enjoy the rest of the weekend",happiness
9572,9573,"@gracechareas Okay. Are you still out? If not, how was dinner?",neutral
9573,9574,Round and Round the Garden: The amazing thing is that he's still talking to me!  http://rly.cc/JNFwN,happiness
9574,9575,"@alexandraxaxaxa Alright, I'm coming  get another spoon ;)",neutral
9575,9576,Proudly watching my film  http://bit.ly/dP2Uh,neutral
9576,9577,Happy Mothers Day  even though its not in the uk lol,love
9577,9578,"@ChimeraX *Hand up* Me, I'm going  #localgovcamp",neutral
9578,9579,OOPS I meant 9412tr sorry lol,sadness
9579,9580,Migrating a Sybase ASE SPARC Sun Solaris based into a Solaris x86 based. That should be fun,neutral
9580,9581,Changing Guitar strings.. Getting Ready To Perform 'THE CLIMB' at my cousins birthdayy,neutral
9581,9582,"gets sumthin special, but i want more. akankah suatu hari ku kan mendapatkannya...? only GOD knows...",neutral
9582,9583,We are having a day 'at home' today - which is proving to be rather lovely,sadness
9583,9584,Just finnished my Double Cheeseburger. It was good  Ready to watch the Spanish F1,happiness
9584,9585,Round and Round the Garden: The amazing thing is that he's still talking to me!  http://tinyurl.com/dx8as4,happiness
9585,9586,Happy Mother's Day to all the mamas out there,happiness
9586,9587,"Yay, a live demo of Rhodes. Loving this more and more  #euruko",love
9587,9588,"Awesome sunday service  God is for you, Jesus is praying for you - What can man do to you?!",worry
9588,9589,@sh4rkship thanks for the follow,neutral
9589,9590,"@asmita it is very cheeky one, but nice too",neutral
9590,9591,@Mariment @macangel @VisionaryEyes Thanks so much!,happiness
9591,9592,"@nezorousylex hey!  not much, you?",neutral
9592,9593,@familyguyonline thanks for following !,happiness
9593,9594,@michaelmagical Oh its dinner time here. still sulking over missing your fillet min   *sob* so having tea &amp; toast,worry
9594,9595,@nickmovs omg!! I'm tweeting sooo late sorry I miss u 2 good times ...NO I didn't marry him still great friends,worry
9595,9596,@andistancu Un mesaj de eroare: ForbiddenYou don't have permission to access /photo/3180758.jpg on this server. Am ghicit?,worry
9596,9597,"@Sweet_Libertine um, glad you enjoyed it...",happiness
9597,9598,Yesterday was the 1 year anniversary of the best day ever! YAY MCR!!!!,love
9598,9599,I don't think our ISP is too happy with us this weekend!,worry
9599,9600,@jessicasimpson http://twitpic.com/4wb8q -  Gooood,neutral
9600,9601,http://snipurl.com/hq0n1 Just printed my mom an Amazon gift card  for Happy Mothers Day talk about last minute.,love
9601,9602,my darling dd says &quot;my mum is my best friend&quot;... and she told me to tell you all she said that in here too  so I did! love ya moo (jd too),love
9602,9603,@j4mes_c ive sorted it now operating system and all apps are on a seperate 60gb drive,neutral
9603,9604,@ScottRhodie so you liked it. Glad to hear,love
9604,9605,"just finished some Sunday cleaning, waiting to read the next chapter of Kiyosaki's book so i can hit a cleaner",neutral
9605,9606,has finally started his serious revision - has just completed an english BG mock,neutral
9606,9607,@ciaag3nt thats great  (((hugs))),sadness
9607,9608,"Early bird gets the worm.  And in my case, birder gets to witness the carnage.",neutral
9608,9609,Happy mothers day! Be good to your momma's!,love
9609,9610,@thebeaddoodler You are welcome  I love cute stuff!,love
9610,9611,off to do some gardening and get lots of fresh air - i love Sundays,love
9611,9612,speakerphone with the bestie  love that kid http://tinyurl.com/qxyc2n,love
9612,9613,@teabot Use the facial recognition feature in iLife '09,neutral
9613,9614,@Bellisma can we please?,worry
9614,9615,"@Rove1974 LOL @ the cards. So very, very wrong",worry
9615,9616,greeting again every momma : Happy Momma's Day!,worry
9616,9617,@sassyback you were right about karla not the best movie made,happiness
9617,9618,Collabro w/JPhlip called &quot;California&quot; was another hot one.,neutral
9618,9619,"@KristySlater this has been like the never ending story....all I seem to be doing is packing and now unpacking!!! Soon over, great here",neutral
9619,9620,@Jennifalconer I was happy to see on Something For the Weekend that Flight of the Conchords is back on BBC4!,happiness
9620,9621,@ficklampa Isn't MSN in this case a lot easier? Hahaha!,happiness
9621,9622,"@brazilianlinda Whoops, totally read that wrong. Ahem. Yes, I am participating in the 10 day may madness. My ebook is up there.",worry
9622,9623,cleaning day!,neutral
9623,9624,@Kekic Lmao i know !! pleaseeee reply  You got any replies yet? :L x,worry
9624,9625,@cristinica21 kill her,neutral
9625,9626,happy mother's day to all moms and pseudo stepmoms,happiness
9626,9627,@langfordperry woah in the uk it isn't mothers day werid! I've been watching friends all day helps me revise. Oh and 17 again is awesome,happiness
9627,9628,learn to fly higher...!  http://tinyurl.com/30tools,neutral
9628,9629,"just got back from footy, thankgod eagles won",neutral
9629,9630,"Enough already about Wolfram Alpha: The Next Google, Or the Next Cuil? http://bit.ly/6HESZ",neutral
9630,9631,@MizFitOnline @lance02 Morning!  Happy Mother's Day Miz!!!  Thank you Lance!!!!,happiness
9631,9632,@kevinmoreland) hello,neutral
9632,9633,is looking forward to revision sessions in cassio park/cafe nero depending on the weather with @mikey_montana  x,neutral
9633,9634,omg! i didnt even know my friend knew @ijustine !!! lol its a small world,surprise
9634,9635,@leeye yep trying to beat the cold winter. Morning swim is always refreshing~ good start of day,neutral
9635,9636,@GabeHumble tysm but i just made +uploaded one so its okay! but lol im looking thru your pics now  il the just wanna fuck shit up one lmao,love
9636,9637,"Twitter is kinda confusing , but fun",worry
9637,9638,"just finished some Sunday cleaning, waiting to read the next chapter of Kiyosaki's book so i can hire a cleaner",neutral
9638,9639,@ClaytonMorris Thank You Clayton. Going to my favorite Greek Resturant after church for mom's Day!!!!  Loved you on Huckabee,love
9639,9640,Thinking of summer,neutral
9640,9641,@breatheprod Maya Kibbel DOES NOT have a facebook or myspace page,neutral
9641,9642,My mom was happy with my present  yayy,happiness
9642,9643,@Jae878 aha thanks Jae,happiness
9643,9644,BOOK NOW &amp; SAVE:SUMMER 2009 * THE AMAZONES VILLAGE SUITES****-CRETE-GREECE! THE BEST PLACE TO BE!,sadness
9644,9645,"ssshhh everybody, I think @dagadong is asleep... don't disturb him.",worry
9645,9646,im at scotts being a fatty,neutral
9646,9647,Finally going to bed after staying up reading the script for &quot;Remember Me.&quot; So sad but sooo good! Happy Mother's Day to all the Mother's!,happiness
9647,9648,@frankiemuniz hey there? hope you're all right. Just watching F1 Warm Up for GP Spain!,neutral
9648,9649,Spent some time with the Guild Wars 4th birthday update. Menagerie is a welcome new feature... For Rangers anyway.,happiness
9649,9650,"mcflys bus driver told my dad yday that dougie is smitten with frankie. AWWWWWWW. also, we are going outside to have a lawn party  LOL xx",fun
9650,9651,@ash_786 It's no secret I'm an apple boy! Have considered the iphone dark side MANY times,neutral
9651,9652,@codelust @prolificd caught me at lunch today... you were correct of he stalking me,neutral
9652,9653,"@FaveColourPink  And to you too, how are you today?",neutral
9653,9654,is having a loungey sunday,neutral
9654,9655,@samjmoody @DebbieFletcher Happy Mothers day!! Xx,love
9655,9656,work 7 to 4.... happy mother's day!,happiness
9656,9657,Revision continues. Getting so bored and tired. I can't wait to get out and do interesting things. Only a week and half left though,worry
9657,9658,follow me!,neutral
9658,9659,"finally finished my mom's card. took so long getting all the pictures! it looks good though, i'm happy &amp; can't wait til she sees it",happiness
9659,9660,Dans public transport again and have decided it's just everything north of London that's utter crap these southern trains are alright,worry
9660,9661,"@dalekwidow I'm hearing lots of good things about the new Trek movie. I'll see if my Dad, &quot;a fellow Treky&quot;, would like to see it",love
9661,9662,"@goibhniu Yeah, I agree. it does.  BTW, check out !linuxoutlaws. ;)",neutral
9662,9663,@madilovesmerder yeahh. i loved it how addie was being supportive  and in s3 epi4 when addie was like to Der &quot;dont hurt her again&quot;..,worry
9663,9664,Just woke up and catching up on the nightly tweets!!,surprise
9664,9665,@luebue thanks + agree  http://bit.ly/7vIKc,neutral
9665,9666,"HAPPY MOTHER DAY FOR ALL THE STRONG HARD WORKING MOTHERS, MAY GOD BLESS YOU AND YOUR FAMILY",love
9666,9667,suivez moi  (=  follow me everybody,neutral
9667,9668,@zjelektra that's how it is supposed to be and sometimes we get too busy to recognize that but always family after God,worry
9668,9669,"@ashestoashessn2 Fab, eh?  Feel free to come along for some pre-ep 4 chat and drinks over at Luigi's - http://www.luigis.org.uk tomorrow!",neutral
9669,9670,"@rustycharm seems that you, @samnzed and I are all ex-baristas!  Commonalities ftw!",neutral
9670,9671,Happy Mothers Day to all the beautiful mom's out there  A day to cherish the best women in our lives,love
9671,9672,@NicoleMissNikki -HI lady! sorry for the delayed response. appreciate the luv.will be in T.O this month.. hows everything going with you?,worry
9672,9673,@aneD Well thank you! I'll try and remember to put it somewhere,happiness
9673,9674,@nomaditation  oo? u?op ?p?sdn ??d?? ss???sn s??? u?????? ???? ? 'p??? o? p??? ?no? ?u?u?n? ?q ?o?p? u? ?o ??o? ???? ?oo? o? ???? o? ?sn?,neutral
9674,9675,Hey mates. I just came home from the beach.  I'm hella tired. It was a 4-hour ride.,happiness
9675,9676,"@krissysalisbury Morning, that's not mean, that's just smart",neutral
9676,9677,@JoelMadden People from England can watch this one  Thankyou,love
9677,9678,im an avid fan of playboy magazine and i love your magazines,love
9678,9679,"watching #f1. I live near Montmelï¿½, I'm so excited about this race",happiness
9679,9680,"@bopuc Kinda the same here, maybe just a damn good coffee? Same dilemma, tho.",neutral
9680,9681,Happy Mothers Day to all your moms!,love
9681,9682,@PeterPaega You better believe it!  @tigers09champs and I wouldn't miss it for the world!,sadness
9682,9683,@BlokesLib i look forward to that. if u ever write 5 Things a Misanthrope Must Do to be at Peace w Humanity i'm up for that as well,worry
9683,9684,Stupid alarm!! LOL Morning Twiits.....,worry
9684,9685,"@mzfuller8, @mynervouscharm, @littlebirds, @sonsah, i hope you all have a happy mothers day!",love
9685,9686,@carrotmadman6 @sjdvda @Morinn The folks at MBB are no  longer reviewing blogs? Long time I have read a new blog review.,neutral
9686,9687,@IronLantern Yup. And pulse.im is withstanding the hits so far,worry
9687,9688,@makikaysantos http://bit.ly/izhdy  here looove.,neutral
9688,9689,@BenWay08 mmm but nothing i can do. lucky ive got great friends like u to cheer me up,worry
9689,9690,"right im off for a shower my little treasures, ill see you later on",neutral
9690,9691,13 hours til i'm on a plane. Ahhh yay,happiness
9691,9692,"just woke up still in bed  sundays r the shit, its the do nothing day of the week",sadness
9692,9693,"Last night, bad guys tried to enter in my garden . I was alone and I really got scared. Now, i feel really stupid. NOT FUNNY",worry
9693,9694,Had such a boss night out.,worry
9694,9695,@Documentally he was always a bit smug as a whistle-blower. The 9-11 denial stuff is pretty spectacular too,neutral
9695,9696,long night. Sleeping now.,neutral
9696,9697,@reivad so's the smell of cigarettes and alcohol... at least *i * like it.,neutral
9697,9698,"@usagiii sweet  i should have something new to show you by then, too",neutral
9698,9699,http://tr.im/kXCL 'Immigrant hid passport in pants' What a genius.,neutral
9699,9700,Happy Mother's Day to all my favorite moms.,love
9700,9701,@looosie Agfest? it was pretty awesome.. loads of people were there lol,happiness
9701,9702,"@joechacko thx! i became IBM Master Inventor in 2008. really enjoyed your blog, particularly with the vegan tag",love
9702,9703,"Here we go again, back to work. Happy Mothers Day to all  Peace",worry
9703,9704,"Listening to Apparat, about to make bacon and eggs.  Surprisingly functional this morning",neutral
9704,9705,@dangerjoe hey Mr Danger!!!,neutral
9705,9706,"@JamesHancox i don't know why but, i can only find miss matched socks during winter. i mean, where do they all go?",worry
9706,9707,GM Tweeters! Happy Mother's Day to the mothers and pretend mothers out there!,happiness
9707,9708,Had a great talk with Tony this afternoon... we're going to give it another go,enthusiasm
9708,9709,"For US tweeps, don't forget to call your mom today...",neutral
9709,9710,Almost lunch time,neutral
9710,9711,Happy Mother's Day!  @&gt;---&gt;---&gt;--- A rose for YOU!,neutral
9711,9712,@Rebekah_Mcfly how cool will that be  she is so nice!! Bless her=] so what ya upto? Love you (L) XoxoX,love
9712,9713,happppppyyyy mothersdayyyyyyyyy  mummy you are the best,love
9713,9714,mOod. was way too much fun. lol..  I lOve to dance TEchno !!! &lt;3 ... life.lOve.stress &amp;&amp;. set backs &lt;3 gnite,love
9714,9715,9 hours and 10 mins until I can go home and sleep  I hour till I have to go to work :| can't wait for 5 days off this week!,worry
9715,9716,"@mutantsounds i was think of something with a better view, but i am on a tight budget.",neutral
9716,9717,feels like warm things,worry
9717,9718,@halibrahim Europe sounds gr8! Will finish my exam on Teus and then we'll  talk about it,neutral
9718,9719,"just woke up, hopefully going to see the Xmen film today?",worry
9719,9720,@Terry_Allison Catch you later Terry....,neutral
9720,9721,Happy Mothers Day to all you mom out there,love
9721,9722,waiting for my mum to come back with me pasty,neutral
9722,9723,"look up our youtube JessAndNicoleMusic, we are new, leave comments and subscribe  thankyou x",love
9723,9724,"@MissxMarisa Yeah, I think you're hyper enough girly.",neutral
9724,9725,@marius101 right..  making compromises is what kills us!,neutral
9725,9726,ps liam we're going to look like tools on the train to the city  hopefully we can scare some old people,worry
9726,9727,"3500 downloads for quickpwn 3.0b5 with cydia, Thanks for playing",happiness
9727,9728,"Ahh, sunshine.  Just deleted 404 spam emails from 2 days - now off to BBQ in sun  wonderful...",worry
9728,9729,Is it OK to send iFlowers to your mom for Mother's Day trough this iPhone app? http://tr.im/kWnX,worry
9729,9730,ah midday - great time for breakfast,happiness
9730,9731,"@ashsimpsonwentz http://twitpic.com/2uzx4 - haha, his heads bigger than yours! awwwh, lol",fun
9731,9732,"&quot;you said &quot;darling what happened? did I fall asleep, and you carry me home? Cuz I know I wasn't here&quot;&quot; Goodnight twitterererers",neutral
9732,9733,@ncreations MBB has been cryopreserved. May return in the future...,neutral
9733,9734,"@AbbeyEmm Haha. If you like him, then you should go",neutral
9734,9735,@Yoga_fan Been busy trumping your cheese omlette with a cheese and chili omlette. An omnomlette,empty
9735,9736,Its a lovely 58 degrees right now at 7am.  amazing. Enjoy melting vegas. :l,love
9736,9737,@natburleson nope  husband is golfing &amp; tornado &amp; I are playing. Im so spoiled everyday. esp LAST sunday (tattoo ),fun
9737,9738,mothers day drama was awesome!,happiness
9738,9739,@astaldoia definitely something with eggs  Yummy,happiness
9739,9740,"Happy mothers day to those of u that are mothers, and happy mothers day to all of your mothers      I miss my mom....",love
9740,9741,"Yay, I should be able to make it to 700 updates tonight  lame compared to other ppls i know lol",surprise
9741,9742,@bobbinrob SPARKLY PEEN FOR THE WIN! It solves all of life's problems,sadness
9742,9743,@PhilippaJane the &quot;no pants&quot; idea could be the new attempt world-wide to attract business back to the airlines.,neutral
9743,9744,"@btillo Hehe ! Thanks for your advice  I choose the shoes, only three of them, so hard !!!",relief
9744,9745,"@LennyKravitz - Hey, Lenny, we are waiting you in Bulgaria again soon! The concert last year was... OMG!",surprise
9745,9746,@PeaceDiva Nice! What r ur plans for 2day? Oh n Happy Mothers Day if u happen 2 b a mother,love
9746,9747,Sunday morning and i realised im a film snob  as it said on MSN entertainment,surprise
9747,9748,jolly good last night,worry
9748,9749,My laptop grew speakers. Now I can watch Charlie with the sound on,sadness
9749,9750,@sloanyxxx Thanks,neutral
9750,9751,but I keep updating.,neutral
9751,9752,"@LisaHopeCyrus I know, she's great!  The Climb is sooo good!",happiness
9752,9753,Chillaxing in Hyde park,neutral
9753,9754,"Love sundays. Especially when F1 is on!! Still in PJ's, no plans to get out of them any time soon",worry
9754,9755,@llJessicall SOunds goood!,love
9755,9756,"@red_hawt So, how's the fitness regime coming along hehehehe",neutral
9756,9757,@TwistedHelen i emailed you back baby   how goes???,neutral
9757,9758,"@TimmyTenga awesome, I'm looking at sourcing some as well.",happiness
9758,9759,Hellooooooo... Whats the scene people !!!,worry
9759,9760,"@n00rtje Thanks  I'll explain on msn or something :p and I HATE SPIDERS TOO! What happened, one attacked you? xD",worry
9760,9761,And I am off to my sister's to partyyyy!,neutral
9761,9762,"http://twitpic.com/4wuko - This is 'Teddy Bear', we might be getting him - isn't he so cute",worry
9762,9763,"the sun is out, can you believe it",neutral
9763,9764,@lindseyrainbow save me one,neutral
